Scopus,country,2000,2001,2002,2003,2004
60003694,US,36615075400;36672375600;36876000100;55466061100;57012140500;57012810400;57032869800;57192356117;6603611778;6701661796;7003529691;7102035354;7102410747;7103298496;8700931000,36615075400;36672375600;36876000100;54398754300;55466061100;57012140500;57012810400;57032869800;57192356117;57213455167;6603611778;6701661796;7102035354;7102410747;7103298496;8700931000,36615075400;36672375600;36876000100;54398754300;55466061100;57012140500;57012810400;57032869800;57192356117;57213455167;6507092836;6603611778;6701661796;7102035354;7102410747;8700931000,36615075400;36672375600;36876000100;54398754300;55466061100;57012140500;57012810400;57032869800;57192356117;57213455167;6603611778;6701661796;7102035354;7102410747;8700931000,14019174800;36615075400;36672375600;36876000100;55466061100;57012140500;57012810400;57213455167;6701661796;7102035354
60016247,US,14027064700;15847615700;23084873700;24518900800;57013108800;6602829966;6603377530;7004456251;7202824688;8949720700,10340933100;14027064700;15623725200;15847615700;15849606400;23084873700;24346654000;24518900800;53563642200;57013108800;6701337045;6701793585;7003962002;7004456251;7202824688;8656073600;8656073700;8949720700,10340933100;14027064700;15623725200;15847615700;15849606400;23084873700;24346654000;24518900800;57013108800;6701337045;6701793585;7003962002;7004456251;7202824688;8656073600;8656073700;8949720700,10340933100;14027064700;15623725200;15847615700;15849606400;23084873700;24346654000;24518900800;57013108800;6701337045;6701793585;7003962002;7004456251;7202824688;8656073600;8656073700;8949720700,10340933100;14027064700;15847615700;15849606400;24346654000;24518900800;57013108800;6701337045;6701793585;6701846168;7202824688;8656073600;8656073700
60015300,IT,57189409691,57189409691,57189409691,57189409691,57189409691
60006832,US,14017621400;14525839400;18938187000;24353480100;24378868900;24381507600;24489598900;24523611500;24538738000;35604419400;35604758300;35619244100;35881760700;35960785900;36771676200;36895784600;55432310400;55663616600;55905312000;55980504700;56000366100;56254062100;56329395600;56797732100;56914717600;56914858500;57018234300;57024578500;57181262700;57189396545;57191383679;57192355221;57193089483;57198003518;57198752360;57201288450;57215635411;6506021460;6506117004;6506444051;6506648229;6506684635;6507486925;6507967675;6508379876;6602430276;6602563212;6602793619;6602812304;6603095736;6603275900;6603282131;6603827133;6701851191;7003399266;7003652529;7003975667;7004008976;7004134323;7004142325;7004180823;7004274388;7004487355;7004958422;7005052477;7005234622;7005237330;7005426967;7005789931;7005884041;7005899020;7005926498;7006369155;7006478017;7006541996;7007176901;7101707065;7101878979;7102846200;7103234311;7103279841;7103344792;7201412425;7201503276;7201518209;7201775158;7201800625;7202191456;7202228536;7202547161;7401446000;7401888722;7402370024;7403187250;7404233110;7404334346;7404559716;7801390881;7801395268;7801497757,14525839400;24353480100;24378868900;24381507600;24489598900;24523611500;24538738000;35597979500;35604419400;35604758300;35619244100;36771676200;36895784600;36986090000;55663616600;55905312000;55909610400;56254062100;56914717600;56914858500;57192355221;57193089483;57198003518;57201288450;6506021460;6506117004;6506444051;6506684635;6507486925;6507995936;6508379876;6602430276;6602563212;6602793619;6603095736;6603275900;6603827133;6701851191;7003399266;7003921687;7004008976;7004134323;7004142325;7004487355;7004958422;7005237330;7005426967;7005789931;7005884041;7005899020;7005926498;7006369155;7007176901;7101707065;7102367635;7103234311;7103279841;7103344792;7201412425;7201518209;7201775158;7201800625;7202191456;7202547161;7401446000;7401525053;7402370024;7404233110;7404334346;7404559716;7801395268;8433380000,14525839400;24378868900;24381507600;24489598900;24523611500;24538738000;35597979500;35604419400;35604758300;36771676200;36895784600;36986090000;55663616600;55905312000;55909610400;56254062100;56914717600;56914858500;57192355221;57193089483;57198003518;57201288450;6506021460;6506117004;6506444051;6506684635;6507995936;6508379876;6602430276;6602563212;6602793619;6603095736;6603275900;6603827133;6701851191;7003399266;7003921687;7004008976;7004134323;7004142325;7004487355;7004958422;7005237330;7005426967;7005789931;7005884041;7005899020;7005926498;7006369155;7007176901;7101707065;7102367635;7103234311;7103279841;7103344792;7201412425;7201518209;7201775158;7201800625;7202191456;7202547161;7401446000;7401525053;7402370024;7404233110;7404334346;7404559716;8433380000,13003130500;14525839400;15022431900;15127684700;24378868900;24381507600;24489598900;24523611500;24538738000;35597979500;35604419400;35604758300;36771676200;36895784600;36986090000;55475392400;55663616600;55905312000;55909610400;56254062100;56914717600;56914858500;57192355221;57193089483;57198003518;57201288450;6506021460;6506117004;6506444051;6507995936;6508379876;6602430276;6602563212;6602793619;6603095736;6603275900;6603827133;6701851191;7003399266;7003921687;7004008976;7004134323;7004142325;7004487355;7004958422;7005237330;7005426967;7005789931;7005884041;7005899020;7005926498;7006369155;7007176901;7101707065;7102105723;7102367635;7103234311;7103279841;7103344792;7201412425;7201518209;7201775158;7201800625;7202191456;7202547161;7401446000;7401525053;7402370024;7404233110;7404334346;7404559716;8433380000,12778738700;15022431900;15127684700;24378868900;24538738000;36895784600;55663616600;55905312000;56914717600;56914858500;57193089483;6506117004;6507995936;6508379876;6602430276;6602563212;6602793619;7003399266;7004008976;7004134323;7004142325;7004597999;7004958422;7005237330;7005426967;7005789931;7005926498;7102367635;7103234311;7201412425;7201518209;7201775158;7401446000;7401525053;7404233110;7404559716
60003883,US,36026986900;56120568600;7006697087,36026986900;56120568600,36026986900,36026986900;57190930522,36026986900
60001343,CA,12243591000;15833571400;24380526600;24451094600;35620057900;36695980800;36719349300;55243376700;57224282148;6506885689;6701531271;7004290375;7005979973,12243591000;15833571400;24380526600;24451094600;35620057900;36695980800;36719349300;55243376700;57224282148;6506885689;6701531271;7004290375;7005979973,12243591000;15833571400;24380526600;24451094600;35620057900;36695980800;36719349300;55243376700;57224282148;6506885689;6701531271;7005979973,12243591000;15833571400;24380526600;24451094600;35620057900;36695980800;36719349300;55243376700;57224282148;6506885689;6701531271;7005979973,15832929500;15833571400;18133919200;21743605800;35219977000;36695980800;36719349300;54402444700;7801393112
60011460,US,12782859900;16068434800;35416079700;35884767100;55892996300;56188175000;56619333700;6601949789;6602094269;6602208728;6701527493;6701781622;7004007670;7006746583;7006826308;7101668067;7102740918;7102944828;7103135484;7103234818;7202271590;7801493347;8646823300,12782859900;16068434800;35416079700;35884767100;55892996300;56188175000;56619333700;6601949789;6602094269;6602208728;6603162711;6603532461;6701527493;6701781622;7004007670;7006746583;7006826308;7101668067;7102740918;7102944828;7103135484;7103234818;7202271590;7202494215;7403236020;7801493347;8646823300,12782859900;16068434800;35416079700;35884767100;55892996300;56188175000;6602208728;6603162711;6603532461;6701527493;6701781622;7004007670;7006746583;7006826308;7101668067;7102740918;7102944828;7103135484;7103234818;7403236020;7801493347;8646823300,12779753900;12782859900;16068434800;16308997300;35416079700;35884767100;55892996300;56188175000;56273103800;6602208728;6602471781;6603162711;6603193236;6603532461;6701527493;6701781622;7004007670;7004240984;7006746583;7006826308;7101668067;7102740918;7102944828;7103135484;7103234818;7202034315;7403236020;7801493347;8646823300,12779753900;12782859900;16068434800;35416079700;35884767100;56273103800;6602208728;6602471781;6603162711;6603193236;6701527493;6701781622;7004240984;7006746583;7006826308;7103135484;7103234818;7202034315;7801493347
60020426,US,16405614500;35875548400;35935136000;36661710700;55669227800;55824986900;6503919073;6505589052;6506368453;6506904459;6507164950;6507801935;6602326720;6602563366;6602649088;6603819801;7401767104,15058549100;16405614500;35875548400;35935136000;36661710700;55669227800;55824986900;6503919073;6505589052;6506368453;6506904459;6507164950;6507801935;6602326720;6602563366;6602649088;6603819801;7101620164;7401767104,15058549100;16405614500;35875548400;36661710700;55669227800;55824986900;6503919073;6505589052;6506368453;6506904459;6507164950;6507801935;6602326720;6602563366;6602649088;6603819801;7101620164;7401767104,15058549100;15761806300;16405614500;35875548400;36661710700;55669227800;55824986900;6503919073;6505589052;6506368453;6506904459;6507164950;6507801935;6602326720;6602563366;6602649088;6603819801;7101620164;7401767104,15058549100;35875548400;55669227800;55824986900;6503919073;6505589052;6506904459;6507164950;6507801935;6602326720;6602563366;6602649088;6603819801;7101620164;7401767104
60029797,US,57190929236,,,57194882016,57194882016
60020268,US,16484658800;20733997900;22985008000;24475347100;25954449000;25960372700;33067718900;55241579400;56220100000;57196368518;57201196639;6505935320;6602575347;7003673306;7005791477;7007128145;8980615900,16484658800;20733997900;22985008000;25960372700;33067718900;55241579400;57196368518;57201196639;6505935320;6602575347;7005791477;7007128145,16484658800;20733997900;22985008000;25960372700;33067718900;55241579400;57196368518;6505935320;6602575347;7005791477;7007128145,16484658800;20733997900;22985008000;25960372700;33067718900;57196368518;6505935320;6602575347;7005791477;7007128145,16484658800;22985008000;33067718900;57196368518;6602575347;7005791477;7007128145
60030528,US,12143623500;12808300900;14068983500;15754897900;15923496300;16021591700;23995124700;24308067300;24313512500;24428175000;24516341800;24523225800;25122805900;25625061100;35992875800;36708697200;55464535600;55865672800;56069358700;56266063700;56914661300;56914924000;57189671497;57190328445;57194838459;6504776187;6505960326;6506039426;6506763017;6507047155;6507303411;6507385380;6507563488;6507566522;6507675012;6507913255;6602154025;6602322938;6602336869;6602362478;6602369356;6602518315;6602529908;6602737488;6603140038;6603159901;6603193780;6603642202;7003538917;7004647407;7005427043;7005775808;7006101409;7006775283;7101682384;7102057370;7103092625;7201584500;7202351820;7202726206;7203081146;7401630953;7402740260;7402852656;7403128797;7403173864;7403656354;7403964332;7404238486;7801354566;8087616300;8937229300;9943610900,12808300900;14068983500;15754897900;15923496300;16021591700;23995124700;24516341800;24523225800;25122805900;25625061100;36708697200;55464535600;55865672800;56266063700;56914661300;56914924000;57189671497;57190328445;57194838459;6505960326;6506039426;6506763017;6507047155;6507303411;6507385380;6507566522;6507675012;6602154025;6602336869;6602362478;6602529908;6603642202;7005427043;7006775283;7101682384;7103092625;7201584500;7202351820;7203081146;7401630953;7402740260;7402852656;7403173864;7403964332;8937229300;9943610900,12808300900;14068983500;15754897900;15923496300;16021591700;23995124700;24516341800;24523225800;25122805900;25625061100;36708697200;55464535600;55865672800;56266063700;56914661300;56914924000;57190328445;57194838459;6505960326;6506763017;6507047155;6507303411;6507385380;6507566522;6602154025;6602336869;6602362478;6602529908;6603642202;7005427043;7006775283;7101682384;7103092625;7201584500;7202351820;7203081146;7401630953;7402740260;7402852656;7403173864;7403964332;8937229300;9943610900,12808300900;14068983500;15754897900;15923496300;16021591700;22984377800;23995124700;24516341800;24523225800;25122805900;25625061100;36708697200;55464535600;55865672800;56266063700;56562211900;56914661300;56914924000;57190328445;57194838459;6505960326;6506763017;6507047155;6507303411;6507385380;6507566522;6602154025;6602336869;6602362478;6602529908;6603642202;7005427043;7006775283;7101682384;7103092625;7201584500;7202351820;7203081146;7401630953;7402740260;7402852656;7403173864;7403964332;8635326300;8937229300;9943610900,12808300900;15923496300;16021591700;24516341800;25027360400;25625061100;55464535600;55865672800;56266063700;56914661300;56914924000;57190328445;6505952219;6505960326;6506763017;6507047155;6507385380;6507566522;6602154025;6602336869;6602362478;7006775283;7102204024;7103092625;7201584500;7202351820;7203081146;7401630953;7402740260;7402852656;7403173864;7404904438;8446898900;9943610900
60023814,US,16426750700;16533012500;24389714700;57007056300;6603298513;6603760071;6701872606;7006857609;7102956908;7402246289,14057600500;16426750700;16533012500;24389714700;57007056300;6602353765;6603298513;6603760071;6701872606;7006857609;7102956908;7402246289,14057600500;16426750700;16533012500;57007056300;6602353765;6603298513;6603760071;6701872606;7006857609;7102956908;7402246289,14057600500;16402107000;16426750700;16533012500;57007056300;6602353765;6603298513;6603760071;6701872606;7006857609;7102956908;7402246289,14057600500;16402107000;16426750700;16533012500;57007056300;6602353765;6603298513;6603760071;6701872606;7006857609;7102956908;7402246289
60010187,US,16470204800;55472873600;57030498400;57191756987;8449254400,16470204800;24831971800;55472873600;57191756987,16470204800;24831971800;55454228500;55472873600;55979748100;57191756987,16470204800;24831971800;55454228500;55472873600;57191756987,16470204800;24831971800;55454228500;55472873600;57191756987
60002896,US,24295383800;56765931600;57191021735;57204486494;6507114608;6507924816;6602802179;6603199973;6603238412;7003537655;7005255571;7006398627;7102366862,24295383800;57191021735;57204486494;6507114608;6507924816;6602802179;6603199973;6603238412;7005255571;7006398627;7102366862,24295383800;57191021735;57204486494;6507114608;6507924816;6602802179;6603199973;6603238412;7006398627,15754191300;24295383800;57191021735;57204486494;6507114608;6507924816;6602802179;6603199973;6603238412;7006398627,24295383800;57204486494;6507114608;6507924816;6602802179;6603199973;6603238412;7006398627
