stu_id,adviser_name,commitee_members,source
"GREGOIRE, PHILIPPE;University of Western Ontario;2003",Arthur Robson,,Email; Advisor CV; academictree
"GRENCI, ANTHONY;University of Pittsburgh;2003",V. Moser,Jacob G. Bimberg; Philip Brown; John H. Evans III; Robert Nachtmann,Dissertation
"GRIGORIAN, DAVID A.;University of Maryland;2001",Peter Murrell,,academictree
"GRINCHAK, OKSANA;University of Chicago;2001",Lars Peter Hansen,,Advisor CV
"GRITSCH, MARTIN;Texas A&M University;2000",Finis R. Welch,Donald R. Deere; Manuelita Ureta; Asghar Zardkoohi,Dissertation
"GROBMAN, JEFFREY H.;Colorado School of Mines;2000",Janis M. Carey,R.E.D. Woosley; Robert Frost; Wade Martin; William Navidi,Dissertation
"GRODNER, ANDRZEJ;Syracuse University;2004",Thomas J. Kniesner,,academictree
"GROEN, JEFFREY;University of Michigan;2002",John Bound,Julie Berry Cullen; Michelle White; Paul Courant,Email
"GROS, STEPHEN;University of Delaware;2004",Jeffrey Miller; Rene Sandretto,Stacie Beck; Xavier Richet; Neven Valev,Dissertation
"GRUBER, JOSEPH;Johns Hopkins University;2002",Christopher Carroll,Thomas Lubik; Louis Maccini,Dissertation
"GU, XINHUA;University of Toronto;2003",Varouj A. Aivazian,,University; academictree
"GUAN, XIAO MEI;Washington State University;2000",Ron Mittelhammer; Tom Wahl,Vicki McCracken,Dissertation
"GUARINO, ANTONIO;New York University;2002",Douglas Gale,,academictree
"GUARNASCHELLI, SERENA;California Institute of Technology;2003",Peter L. Bossaerts,Paolo Ghirardato; Thomas R. Palfrey,Dissertation
"GUERRA DE LUNA, ALFONSO HUMBERTO;University of California, Los Angeles;2001",Arnold C. Harberger,,academictree
"GUERRERO, FEDERICO;University of Maryland;2002",Roger R. Betancourt,Fernando Broner; Deborah Minehart; Peter Murrell; Roberto P. Korzeniewicz,Email; academictree
"GUGGENBERGER, PATRIK;Yale University;2003",Donald W. K. Andrews,Peter C.B. Phillips,CV; Committee CV
"GUHA, SRABANI;University of Connecticut;2001",Susan M. Randolph,,Email
"GUILLERMO PEON, SYLVIA B.;University of California, Los Angeles;2000",Arnold C. Harberger,,academictree
"GUIMARAES, BERNARDO DE VASCONELLOS;Yale University;2004",Stephen Morris,,academictree
"GUIMARAES, JULIANA FERRAZ;University of Illinois;2001",Kevin Hallock,,Paper
"GUMBAU-BRISA, FABIA;Harvard University;2004",David Laibson,Francesco Caselli; Alberto Alesina,Dissertation
"GUNDERSON, JILL MARIE;Georgia State University;2001",Julie Hotchkiss,,academictree
"GUNES, SAHABETTIN;Oklahoma State University;2001",Kent W. Olson,James R. Fain; Ronald L. Moomaw; Arthur L. Stoecker,Dissertation
"GUO, GUANG;Pennsylvania State University;2004",Edward Jaenicke,,academictree
"GUO, JIE QUN;Indiana University;2001",Pravin K. Trivedi; Tong Li,Partha Deb; J. Scott Long,Dissertation
"GURSEL, OSMAN;Iowa State University;2002",Barry L. Falk,,academictree
"GUSE, ERAN A.;University of Oregon;2003",George Evans,Van Kolpin; Shankha Chakraborty; Mikhail Myagkov,Email
"GUTIERREZ, EVA M.;Boston University;2001",Jonathan Eaton; Samuel Kortum,Laurence Kotlikof; Simon Gilchrist; Marianne Baxter,Dissertation
"GUZZO, VINCENZO;New York University;2001",Andres Velasco,,academictree
"HA, DONGSOO;University of Missouri;2002",Van Hoang Pham,,Email; academictree
"HA, JOONKYUNG;Brown University;2003",Peter Howitt,,academictree
"HA, NEUNG-SIK;Purdue University;2001",John M. Barron,,academictree
"HAAG, MATTHEW;Georgetown University;2002",Roger Lagunoff,,academictree
"HABODASZOVA, LUBA;Indiana University;2003",Michael V. Alexeev,,academictree
"HABYARIMANA, JAMES;Harvard University;2004",Michael Kremer,,academictree
"HAGIU, ANDREI;Princeton University;2004",Patrick Bolton,Robert Willig; Giovanni Maggi,CV
"HAHN, JAEHOON;Columbia University;2002",John Donaldson,Robert Hodrick; Andrew Ang; Sharon Harrison; Christos Giannikos,Dissertation
"HAIDER, LAILA;Columbia University;2004",Lena Edlund,,academictree
"HAJ-YEHIA, SAMER;Massachusetts Institute of Technology;2004",Olivar J. Blanchard; Whitney Newey; Jerry Hausman,,Dissertation
"HAJDENBERG, ALEJANDRO;University of Chicago;2002",Fernando E. Alvarez,,academictree
"HALE, GALINE B.;University of California, Berkeley;2002",B. Eichengreen,,CV; academictree
"HALLAK, JUAN CARLOS;Harvard University;2002",Elhanan Helpman,Marc Melitz; Kenneth Rogoff,Dissertation
"HALLIDAY, TIMOTHY JAMES;Princeton University;2004",Chris Paxson; Bo Honore,Anne Case; Angus Deaton,Dissertation
"HALVORSON, JON;University of Alabama;2000",Harold Elder,,academictree
"HAMEED, ABID;Oklahoma State University;2001",Dan Rickman,Lee C. Adkins,academictree; Commitee CV
"HAMERSMA, SARAH ELLEN;University of Wisconsin;2004",Karl Scholz,Bruce E. Hansen; Meta Brown,Dissertation
"HAMILTON, DAN ELSON;University of California, Santa Barbara;2002",Henning Bohn,Douglas Steigerwald; Rajnish Mehra,CV; academictree
"HAMILTON, JACQUELINE;University of Florida;2002",Sanford Berg,David Figlio; Chunrong Ai; Grant Thrall,Dissertation
"HAMILTON, PAUL V.;Indiana University;2002",Pravin K. Trivedi,,http://phdtree.org/scholar/hamilton-paul-victor/
"HAMPTON, KYLE W.;George Mason University;2003",Vernon L. Smith,,academictree
"HAN, CHIROK;Michigan State University;2001",Peter Schmidt,,academictree
"HAN, GAOFENG;University of California, Santa Cruz;2001",Carl E. Walsh,Michael Hutchison; Nirvikar Singh,Dissertation
"HAN, HOON;University of Washington;2003",Elaina Rose,,academictree
"HAN, JONGSOO;University of Pittsburgh;2001",Jacob G. Birnberg,,academictree
"HAN, MYUNG JIN;University of Missouri;2003",Pham H. Van,,academictree
"HAN, SEUNGJIN;University of Toronto;2003",Martin J. Osborne,,University
"HAN, YOUNG WOOK;Michigan State University;2001",Daniel J. Stynes,,academictree
"HANAKI, NOBUYUKI;Columbia University;2003",Alessandra Casella,,academictree
"HANAZONO, MAKOTO;University of Pennsylvania;2003",Steven Matthews,,academictree
"HANNAN, R. LYNN;University of Pittsburgh;2000",Donald V. Moser,Jacob G. Bimberg; John H. Evans III; John H. Kagel; Dhinu Srinivasan,Dissertation
"HANSON, MICHAEL;University of Michigan;2000",Robert B. Barsky; Matthew D. Shapiro,Kathyn M. Dominguez; E. Philip Howrey,Dissertation
"HARDING, ALLAN DONALD;Yale University;2003",William Brainard,,academictree
"HARJOTO, MARETNO AGUS;University of Kentucky;2002",John Garen,,academictree
"HARO-SUINAGA, VICTORIA;Columbia University;2004",Brendan O'flaherty,,academictree
"HARRIS, AMY L.;University of Maryland;2000",William N. Evans; Robert M. Schwab,Joan R. Kahn; Wallace E. Oates; John Sabelhaus,Dissertation
"HARRIS, FRANK;University of California, Irvine;2000",Linda R. Cohen,,academictree
"HARRIS, KYLE;Rensselaer Polytechnic Institute;2000",Paul Hohenberg,,academictree
"HARRIS, MARY H.;Lehigh University;2002",Vincent G. Munley,J. Richard Aronson; Richard J. Kish; C. Russell Mayo,Dissertation
"HARRISON, TERESA;University of Texas;2002",Paul W. Wilson; David S. Sibley,"Richard Dusansky; Li Gan; James F. Burgess, Jr.",Dissertation
"HARTARSKA, VALENTIN;Ohio State University;2002",Claudio Gonzalez-Vega,,Dissertation
"HARTMAN, HARRISON;Pennsylvania State University;2001",Raymond Lombra,,Email; academictree
"HARTMANN, WESLEY;University of California, Los Angeles;2003",Daniel A. Ackerberg,,academictree
"HASAN, MAHER KHALIL MOHD SHEIKH;Washington State University;2001",Ron Mittelhammer,,Advisor CV; academictree
"HASSAN, MOHAMED;University of Kansas;2002",John Keating,Paul Comolli; Elizabeth Asiedu; John Charnes; Gautam Battacharya,Email
"HASTINGS, JUSTINE SHIRIN;University of California, Berkeley;2001",Richard Gilbert,Severin Borenstein; Kenneth Chay; J. Miguel Villas-Boas,Email
"HATIRLI, SELIM;Ohio State University;2000",Eugene Jones,Ian M. Sheldon; Don Larson,Dissertation; academictree
"HAUGE, JANICE;University of Florida;2001",David Sappington,David Figlio; Steven Slutsky; Chunrong Ai; Heather Elms,Email
"HAUSNER, ULRICH;University of Minnesota;2000",Terry L. Roe,,academictree
"HAYASHI, FUMIKO;University of Minnesota;2001",Thomas Holmes,,academictree
"HAYMOND, JEFFREY E.;George Mason University;2001",Richard E. Wagner,,Dissertation
"HE, RUIMIN;Massachusetts Institute of Technology;2004",Abhijit V. Banerjee; James M. Snyder,,Dissertation
"HEALY, DEBORAH ANNE;University of Chicago;2002",Mark Duggan,Steve Levitt; David Meltzer; Sam Peltzman,Dissertation
"HEICHE, PHILIPPE H.;University of Maryland;2000",Clopper Almon,Massoud Ahmadi; Gurdip Bakshi; Guillermo Calvo; John Chao,Dissertation
"HEILAND, FRANK;SUNY, Stony Brook;2002",Warren Sanderson,Christopher Swann; Hugo Benitez-Silva; Andrea Tyree,Dissertation
"HEINTZ, JAMES S.;University of Massachusetts;2001",Samuel Bowles,Robert Pollin; Michael Ash; Carl Nightingale,Dissertation
"HEJAZI, JAMAL;Carleton University;2003",Zhiqi Chen; Nicholas Rowe,,Dissertation
"HELMCHEN, LORENS ALEXANDER;University of Chicago;2004",Robert W. Fogel,Gary Becker; Pierre-Andre Chiappori; Linda Waite,Dissertation
"HEMMETER, JEFFREY ANDREW;University of Illinois;2004",Elizabeth T. Powers,,https://www.ideals.illinois.edu/handle/2142/85541
"HENNESSY, CHRISTOPHER;Princeton University;2001",Patrick Bolton,,CV
"HENSEL, NAYANTARA D.;Harvard University;2001",Dale Jorgenson,,academictree
"HER, PAO ZE;University of New Mexico;2004",Robert P. Berrens,,academictree
"HERNANDEZ ARROYA, ALFREDO A.;New York University;2001",Alessandro Lizzeri,Alberto Bisin; Diego Comin; Kenneth Kuttner; Fabrizio Perri,Dissertation
"HERNANDEZ LEYYADE FARGO, LILIANA NOELIA;University of Chicago;2001",Larry Sjaastad,,academictree
"HERNANDEZ-VERME, PAULA;University of Texas;2002",Bruce D. Smith; Scott Freeman,P. Dean Corbae; Wolfgang Keller; David Chapman,Dissertation; Commitee CV
"HERRERA, HELIOS;New York University;2002",Jean-Pierre Benoit,,Dissertation
"HERRERO, ALICIA GARCIA;George Washington University;2004",Holger Wolf,,academictree
"HERTZ, THOMAS N.;University of Massachusetts;2001",Samuel Bowles,,CV
"HESS, H. PETER, JR.;University of California, Berkeley;2001",Peter Berck,,academictree
"HETLING-VINCENT, JENNIFER ANNE;University of Colorado;2001",Michael Greenwood,Donald Waldman,Dissertation
"HEUMANN, SIMONA WEINBERG;New York University;2004",Michael Keane,Donghoon Lee; Giorgio Topa; Janusz Ordover,Dissertation
"HIBARA, NOBUHIKO;Columbia University;2002",David Weinstein,,academictree
"HIDAYAT, YAHYA RACHMANA;Claremont Graduate University;2003",Thomas D. Willett,,academictree
"HIGGINS, THOMAS DAVID;Fordham University;2002",Dominick Salvatore,Darryl McLeod; Derrick Reagle,Email; academictree
"HIGHTOWER, KENNETH N.;University of North Carolina;2002",William R. Parke,,University
"HILDEBRAND, VINCENT A.;York University;2001",Thomas F. Crossley,,academictree
"HILL, ANDREW TROWBRIDGE;University of Delaware;2003",David R. Stockman,,academictree
"HILL, JONATHAN B.;University of Colorado;2001",Robert McNown,,Email
"HILLBERRY, RUSSELL H.;Indiana University;2000",George M. von Furstenberg,,academictree
"HILMER, CHRISTIANA;North Carolina State University;2000",David A. Dickey,,academictree
"HILT, ERIC;Columbia University;2002",Michael Riordan,,academictree
"HINELINE, DAVID R.;Ohio State University;2003",Eric O'N. Fisher,Paul Evans; Pok-sang Lam,Dissertation; academictree
"HINZE, DANIEL A.;Johns Hopkins University;2002",Edi Karni; Ali Khan,,Dissertation
"HIRUKAWA, MASAYUKI;University of Wisconsin;2004",Bruce E. Hansen,Kenneth D. West; Charles M. Engel,Dissertation
"HIRUNRAENGCHOK, ATHIPONG;University of Oregon;2000",George Evans,Bruce A. Blonigen; Van Kolpin; George Racette,Email
"HITSCH, GUENTER T.;Yale University;2001",John Rust,Steven Berry,University
"HIZEN, YOICHI;University of Pennsylvania;2004",Antonio Merlo,,academictree
"HO, CORRINNE;Princeton University;2002",Peter B. Kenen,,academictree
"HO, YI-CHENG;University of Houston;2003",Steven G. Craig,Janet E. Kohlhase; Amiee Chin; Peter Mieszkowski,Dissertation
"HOAG, CHRISTOPHER S.;California Institute of Technology;2003",Davis,Bossaerts; Hoffman; Komunjer,Dissertation
"HOBIJN, BART;New York University;2001",Jess Benhabib,,academictree
"HOCHMAN, GAL;Columbia University;2004",Kyle Bagwell,,
"HOFFMAN, MICHAEL DOUGLAS;University of Alberta;2001",Bev Dahlby,,Dissertation
"HOGAN, CHAD;University of Michigan;2001",Ennio Stacchetti,Sugato Bhattacharyya; Steve Salant; Lones Smith,Dissertation
"HOHMANN, NEIL MARTIN;University of Chicago;2001",James J. Heckman,,academictree
"HOKARI, TORU;University of Rochester;2000",William Thomson,,academictree
"HOLDEN, STEVEN JAMES;Johns Hopkins University;2001",Robert Moffitt,,academictree
"HOLLAND, STEVEN JERRY;University of Minnesota;2004",Robert King,Ford Runge; Jay Coggins; Andy McLennan,Dissertation
"HOLLAR, IVANNA R. VLADKOVA;George Washington University;2002",Graciela L. Kaminsky,,academictree
"HOLMES, REBECCA ANN;University of Arizona;2003",Price V. Fishback,,academictree
"HOLSONBACK, SANDRA F.;Lehigh University;2004",Stephen F. Thode,,academictree
"HONG, DONG;Cornell University;2003",Bhaskaran Swaminathan,Charles Lee; Robert Masson,Dissertation
"HONG, JONG HOON;Yale University;2003",Robert J. Shiller,,academictree
"HONG, KI YOUNG;University of Missouri;2002",Ronald A. Ratti,,Email
"HONG, SEUNG HYUN;Yale University;2004",Peter C.B. Phillips,,academictree
"HONG, SEUNG-MO (JEFF);Fordham University;2001",Hrishikesh D. Vinod,Parantap Basu; Derrick Reagle; Dominick Salvatore,Email; academictree
"HONIG, ADAM;Columbia University;2004",Frederic Mishkin,,CV
"HOPPER, TIMOTHY;University of Houston;2003",David Papell,,academictree
"HORENT, ERIC;Louisiana State University;2002",W. Douglas McMillin,,Dissertation
"HORTACSU, ALI;Stanford University;2001",Patrick Bajari,,Advisor CV
"HORVATH-ROSE, ANN;Cornell University;2000",Elizabeth Peters,Christine K. Ranney; Timothy D. Mount,University
"HOU, YUANFENG;Yale University;2003",Robert J. Shiller,,academictree
"HOUNSOU, REMY;Oklahoma State University;2003",Michael J. Applegate,Gerald Lage; Frank Steindl; Joe Schatzer,Dissertation
"HOWELL, JESSICA SAUTNER;University of Virginia;2004",Steve Stern,Bill Johnson; Sarah Turner,Dissertation
"HOWIE, PETER A.;Colorado School of Mines;2002",John Tilton,,
"HROTKO, JOAO PEDRO ALVES PARREIRA;University of Chicago;2004","Robert E. Lucas, Jr.",Fernando Alvarez,Dissertation; Commitee CV
"HSIEH, NIEN-HE;Harvard University;2000",Stephen Marglin,Amartya Sen; Juliet Schor,Email
"HSU, HSIAO-TANG;University of California, Los Angeles;2003",Carlos Vegh,Amartya Lahiri; Luisa Lambertini; Hans Schollhammer,Dissertation
"HSU, YU-PEI;University of Missouri;2003",Xinghe Wang,,Email
"HU, CHIA-HSIN;George Washington University;2003",Frederick L. Joutz,,academictree
"HU, JANICE;University of California, Irvine;2001",John D. Nardo,,academictree
"HU, JIANQING;Washington State University;2003",Jill McCluskey,,University; academictree
"HU, LING;Yale University;2002",Peter C.B. Phillips,Robert Shiller,Advisor CV; https://economics.yale.edu/sites/default/files/econ_newsletter_2003.pdf
"HU, TSUI-FANG;Oklahoma State University;2001",Frank Steindl,,academictree
"HU, XIAORUI;University of Texas;2000",Andrew B. Whinston,Li Gan; David Sibley; Jan Stallaert; Maxwell Stinchcombe,CV; academictree
"HU, YANG;University of California, Irvine;2002",Gary Richardson,Sarah Senesky; Robert Uriu,Dissertation
"HU, YIFAN;Georgetown University;2003",Matthew B. Canzoneri,,academictree
"HU, YINGYAO;Johns Hopkins University;2003",Robert Moffitt,,academictree
"HU, ZHINING;Boston College;2003",Peter N. Ireland,,academictree
"HUANG, CHIUNG-YU;SUNY, Stony Brook;2001",Sangin Park,John Hause; Hugo Benitez-Silva; Thomas P. Chen,Dissertation
"HUANG, FALI;University of Pennsylvania;2003",Andrew Postlewaite,,academictree
"HUANG, LING;University of California, Berkeley;2001",Barry Eichengreen; Maurice Obstfeld,Andrew Rose,Dissertation
"HUANG, LIXIN;University of Pennsylvania;2002",Gary B. Gorton,,Email
"HUANG, MIN-HSING;Ohio State University;2004",David E. Hahn,Eugene Jones; Wen S. Chern,Dissertation
"HUANG, MING-TUI;University of Minnesota;2000",John Geweke,David Runkle; Jan Werner; Gautam Gowrisankaran,Dissertation
"HUANG, YING;City University of New York;2004",Salih N. Neftci,Thom Thurston; Michael Grossman,Dissertation
"HUBRICH, STEFAN;University of Maryland;2001",Allan Drazen,John Shea; Roger R Betancourt; Nengjiu Ju; Carmen M. Reinhart,Email; academictree
"HUCKMAN, ROBERT STEVEN;Harvard University;2001",David M. Cutler,Joseph P. Newhouse; Gary Pisano,Advisor CV; academictree
"HUEBNER-CARIDI, CHRISTY;New School for Social Research;2002",Lance Taylor,,academictree
"HUFFMAN, DAVID B.;University of California, Berkeley;2003",George Akerlof,Matthew Rabin; Barbara Mellers,Dissertation
"HUH, KWANG-SOOK;Purdue University;2003",John M. Barron,,academictree
"HUMPHREY, WILLIAM;Washington University in St. Louis;2002",Douglass C. North; Gary Miller,Sukkoo Kim; John Nye; John Drobak; Paul Rothstein,Dissertation
"HUNG, ANGELA A.;California Institute of Technology;2001",Colin F. Camerer,David M. Grether; Matthew O. Jackson; Simon J. Wilkie,Dissertation
"HUNTER, CHARLES GILPIN;University of Chicago;2001","Robert E. Lucas, Jr.",,Dissertation
"HUNTER, GREGREY WARREN;University of California, Santa Barbara;2001",Charles D. Kolstad,,academictree
"HUR, SEOK-KYUN;University of Chicago;2002",Raaj K. Sah,,academictree
"HUSSAIN, MAHMOOD;University of Colorado;2000",Keith E. Maskus,,Email
"HUSSAIN, SAYED AJAZ;Brown University;2002",Harumi Ito,,academictree
"HUSSINGER, E. BETH;University of Wisconsin, Milwaukee;2000",Swarnjit Arora,,academictree
"HUTCHINSON, PAUL L.;University of North Carolina;2000",John S. Akin,,University; academictree
"HWANG, CHUNG-HOON;University of Missouri;2001",Ronald A. Ratti,,Email; academictree
"HWANG, JAE KWANG;University of Alabama;2000",James Cover,,academictree
"HWANG, MIN;University of California, Berkeley;2001",Roger Craine,,academictree
"HWANG, SEOK JOON;Pennsylvania State University;2002",N Edward Coulson,,academictree
"HWANG, SOO KYEONG;Binghamton University;2001",Solomon W Polachek,,academictree
"HWANG, SUE JEONG;University of Texas;2002",David S. Sibley,Preston McAfee; Kenneth Hendricks; Peter Debaere; Stephen Magee,Dissertation
"HWANG, WOOPILL;University at Albany;2001",Michael Sattinger,,academictree
"IACOPETTA, MAURIZIO;New York University;2002",Boyan Jovanovic,,academictree
"ICHIDA, TOSHIHIRO;Columbia University;2004",Ronald Findlay,,academictree
"ICHINO, YASUKAZU;University of Washington;2002",Kar-yiu Wong,,academictree
"ICKOWITZ, AMY;University of California, Riverside;2004",Keith Griffin; Keith Knapp,,CV; academictree
"IELCEANU, ELENA D.;University of North Carolina;2003",Gary Biglaiser,,University
"IFCHER, JOHN D.;University of California, Berkeley;2004",Alan J. Auerbach,Emmanuel Saez; Steven Raphael,CV; academictree
