adv,adv_scopus-name,adv_scopus
Richard N. Langlois,"Langlois, Richard N.",7005549496
Richard Normand Langlois,"Langlois, Richard N.",7005549496
Richard Rogerson,"Rogerson, Richard",7003812265
Richard Romano,"Romano, Richard E.",7102604921
Richard Santos,"Santos, Richard",7201375278
Richard Startz,"Startz, Richard",6602724008
Richard Steckel,"Steckel, Richard H.",7005421445
Richard Steers,"Steers, Richard M.",6603477594
Richard T. Baillie,"Baillie, Richard T.",7005602679
Richard T. Carson,"Carson, Richard T.",23003412900
Richard T. Woodward,"Woodward, Richard T.",7201419363
Richard Tresch,"Tresch, Richard W.",56896032400
Richard V. Burkhauser,"Burkhauser, Richard V.",7003593594
Richard Wagner,"Wagner, Richard E.",7404299884
Richard Wolff,"Wolff, Richard D.",7201588537
Richard Woodward,"Woodward, Richard T.",7201419363
Rick Hanushek,"Hanushek, Eric A.",7003582807
Rob Engle,"Engle, Robert F.",7005725549
Rob Feenstra,"Feenstra, Robert C.",7101648099
Rob Giles,"Giles, Robert P.",16405822600
Robbie Jones,"Jones, Robert A.",55722576800
Robby Rosenman,"Rosenman, Robert E.",7005999904
Robert A Blecker,"Blecker, Robert A.",6603323370
Robert A Driskill,"Driskill, Robert A.",6602974540
Robert A. Becker,"Becker, Robert A.",7402086123
Robert A. Blecker,"Blecker, Robert A.",6603323370
Robert A. Bohm,"Bohm, Robert A.",7103404849
Robert A. Driskill,"Driskill, Robert A.",6602974540
Robert A. Margo,"Margo, Robert A.",6701802161
Robert Axtell,"Axtell, Robert L.",57204319575
Robert B Barsky,"Barsky, Robert B.",6602991063
Robert B. Barsky,"Barsky, Robert B.",6602991063
Robert B. Ekelund,"Ekelund, Robert B.",7003954373
Robert B. Wilson,"Wilson, Robert B.",55740119700
Robert Barro,"Barro, Robert T.",6603903102
Robert Barsky,"Barsky, Robert B.",6602991063
Robert Berrens,"Berrens, Robert P.",7003321408
Robert Brazelton,"Brazelton, W. Robert",6508084706
Robert Brenner,"Brenner, Robert P.",35081770800
Robert Butler Wilson,"Wilson, Robert B.",55740119700
Robert C. Feenstra,"Feenstra, Robert C.",7101648099
Robert C. Marshall,"Marshall, Robert C.",55435798700
Robert Cochran,"Cochran, Robert C.",7101715815
Robert D. Tollison,"Tollison, Robert D.",6701683269
Robert Dekle,"Dekle, Robert",6603853296
Robert Driskill,"Driskill, Robert A.",6602974540
Robert E. Baldwin,"Baldwin, Robert E.",8643488600
Robert E. Brooks,"Brooks, Robert",55709594000
Robert E. Cumby,"Cumby, Robert E.",6506762548
Robert E. Hall,"Hall, Robert E.",55448536600
Robert E. Lucas Jr.,"Lucas, Robert E.",7201704033
"Robert E. Lucas, Jr.","Lucas, Robert E.",7201704033
Robert Edward Rosenman,"Rosenman, Robert E.",7005999904
Robert Ekelund,"Ekelund, Robert B.",7003954373
Robert Emerson Lucas,"Lucas, Robert E.",7201704033
Robert Ernest Hall,"Hall, Robert E.",55448536600
Robert Evans,"Evans, Robert G.",55713676900
Robert F. Engle,"Engle, Robert F.",7005725549
Robert F. Engle III,"Engle, Robert F.",7005725549
Robert F. McNown,"McNown, Robert F.",6602696493
Robert Feenstra,"Feenstra, Robert C.",7101648099
Robert Feinberg,"Feinberg, Robert M.",7005848448
Robert Fogel,"Fogel, Robert William",7005348741
Robert Frost,"Frost, Robert L.",7202424569
Robert G. King,"King, Robert G.",7404499759
Robert G. Murphy,"Murphy, Robert G.",8307984400
Robert Gibbons,"Gibbons, Robert S.",55712350600
Robert Gilles,"Gilles, Robert P.",7102269918
Robert H. Haveman,"Haveman, Robert H.",6701715072
Robert H. Jennings,"Jennings, Robert H.",7201971437
Robert H. Porter,"Porter, Robert H.",7401896887
Robert Hall,"Hall, Robert E.",55448536600
Robert Haveman,"Haveman, Robert H.",6701715072
Robert Hodrick,"Hodrick, Robert J.",6603359015
Robert Hsu,"Hsu, Robert C.",7101741821
Robert Hussey,"Hussey, Robert M.",24325348300
"Robert Hussey, S.J.","Hussey, Robert M.",24325348300
Robert J. Barro,"Barro, Robert T.",6603903102
Robert J. Brent,"Brent, Robert J.",7103203738
Robert J. Newman,"Newman, Robert J.",7401856097
Robert J. Rossana,"Rossana, Robert J.",6602579737
Robert J. Shiller,"Shiller, Robert J.",6701603939
Robert J. Willis,"Willis, Robert J.",7202814091
Robert J. Windle,"Windle, Robert J.",7006051877
Robert James Hodrick,"Hodrick, Robert J.",6603359015
Robert Jarrow,"Jarrow, Robert A.",6701861348
Robert John Kaestner,"Kaestner, Robert J.",7004949510
Robert Jones,"Jones, Robert A.",55722576800
Robert Kaestner,"Kaestner, Robert J.",7004949510
Robert Keller,"Keller, Robert R.",56228184700
Robert King,"King, Robert P.",7404500349
Robert Kling,"Kling, Robert W.",35773530200
Robert L. Schweitzer,"Schweitzer, Robert L.",57196919504
Robert Lerman,"Lerman, Robert I.",7003431727
Robert M Feinberg,"Feinberg, Robert M.",7005848448
Robert M. Anderson,"Anderson, Robert M.",57193254251
Robert M. Feinberg,"Feinberg, Robert M.",7005848448
Robert M. Hussey,"Hussey, Robert M.",24325348300
Robert M. Hutchens,"Hutchens, Robert M.",6603150768
Robert M. O’Brien,"O'Brien, Robert M.",7403182894
Robert M. Schwab,"Schwab, Robert M.",7102675440
Robert M. Stern,"Stern, Robert M.",7401820458
Robert M. Townsend,"Townsend, Robert M.",35941945600
Robert Margo,"Margo, Robert A.",6701802161
Robert Marquez,"Marquez, Robert",7006291997
Robert Masson,"Masson, Robert T.",7006687083
Robert McCaffrey,"McCaffrey, Robert",35829294000
Robert McComb,"McComb, Robert P.",7004773173
Robert McNab,"McNab, Robert M.",7003290565
Robert McNown,"McNown, Robert F.",6602696493
Robert Moffitt,"Moffitt, Robert A.",7005039047
Robert Moore,"Moore, Robert E.",55484238600
Robert Morris Townsend,"Townsend, Robert M.",35941945600
Robert Mundell,"Mundell, Robert A.",7004487955
Robert Nachtmann,"Nachtmann, Robert",15747570200
Robert Newman,"Newman, Robert J.",7401856097
Robert O’Brien,"O'Brien, Robert M.",7403182894
Robert P. Berrens,"Berrens, Robert P.",7003321408
Robert P. Flood,"Flood, Robert P.",7006012090
Robert P. Gilles,"Gilles, Robert P.",7102269918
Robert P. King,"King, Robert P.",7404500349
Robert P. Parks,"Parks, Robert P.",24356651700
Robert P. Trost,"Trost, Robert P.",7004421510
Robert Parks,"Parks, Robert P.",24356651700
Robert Plotnick,"Plotnick, Robert D.",7004711632
Robert Pollak,"Pollak, Robert A.",36507688400
Robert Pollin,"Pollin, Robert",6602124920
Robert Porter,"Porter, Robert H.",7401896887
Robert Retherford,"Retherford, Robert D.",7003933731
Robert Rosenman,"Rosenman, Robert E.",7005999904
Robert Rosenthal,"Rosenthal, Robert",7202610689
Robert S. Gibbons,"Gibbons, Robert S.",55712350600
Robert Schwab,"Schwab, Robert M.",7102675440
Robert Schweitzer,"Schweitzer, Robert L.",57196919504
Robert Serrano,"Serrano, Roberto",7103135484
Robert Shiller,"Shiller, Robert J.",6701603939
Robert Shimer,"Shimer, Robert L.",6603314839
Robert Stuart,"Stuart, Robert C.",7202662164
Robert T. Masson,"Masson, Robert T.",7006687083
Robert Taggart,"Taggart, Robert A.",35900546200
Robert Townsend,"Townsend, Robert M.",35941945600
Robert Uriu,"Uriu, Robert M.",7801620160
Robert Van Ness,"Ness, Robert A.Van",36010834300
Robert W. Fogel,"Fogel, Robert William",7005348741
Robert W. Kling,"Kling, Robert W.",35773530200
Robert W. Rosenthal,"Rosenthal, Robert",7202610689
Robert W. Staiger,"Staiger, Robert W.",6604035782
Robert Willig,"Willig, Robert D.",7005198821
Robert Willis,"Willis, Robert J.",7202814091
Robert Wilson,"Wilson, Robert B.",55740119700
Roberto Mariano,"Mariano, Roberto S.",6603969563
Roberto P. Korzeniewicz,"Korzeniewicz, Robert",6602263792
Roberto Perotti,"Perotti, Roberto",7006693620
Roberto Rigobon,"Rigobón, Roberto",6602429118
Roberto S. Mariano,"Mariano, Roberto S.",6603969563
Roberto Serrano,"Serrano, Roberto",7103135484
Robin Boadway,"Boadway, Robin W.",7003934170
Robin C. Sickles,"Sickles, Robin C.",6701729750
Robin Hahnel,"Hahnel, Robin",7006352380
Robin L. Lumsdaine,"Lumsdaine, Robin L.",6602094269
Robin Sickles,"Sickles, Robin C.",6701729750
Robin W. Boadway,"Boadway, Robin W.",7003934170
Rod Garratt,"Garratt, Rod J.",7005673199
Roderick G. Eggert,"Eggert, Roderick G.",7003345149
Rodney D. Ludema,"Ludema, Rodney D.",6603489953
Rodolfo E. Manuelli,"Manuelli, Rodolfo E.",6506247301
Rodolfo M. Nayga,"Nayga, Rodolfo M.",7003839193
"Rodolfo M. Nayga, Jr.","Nayga, Rodolfo M.",7003839193
Rodolfo Manuelli,"Manuelli, Rodolfo E.",6506247301
Roger B. Myerson,"Myerson, Roger B.",7005939120
Roger Betancourt,"Betancourt, Roger R.",6603699949
Roger Congleton,"Congleton, Roger D.",6701783801
Roger Craine,"Craine, Roger N.",35609860600
Roger Feldman,"Feldman, Roger D.",7402660210
Roger H. Gordon,"Gordon, Roger H.",7402754623
Roger Klein,"Klein, Roger W.",7404357700
Roger Koenker,"Koenker, Roger W.",7004305461
Roger Lagunoff,"Lagunoff, Roger D.",6602771277
Roger Myerson,"Myerson, Roger B.",7005939120
Roger R Betancourt,"Betancourt, Roger R.",6603699949
Roger R. Betancourt,"Betancourt, Roger R.",6603699949
Roger Rene Betancourt,"Betancourt, Roger R.",6603699949
Roger Sherman,"Sherman, Roger",7202975487
Roger William Koenker,"Koenker, Roger W.",7004305461
Rohini Somanathan,"Somanathan, Rohini",57204248699
Rohit Deo,"Deo, Rohit S.",7004726270
Rolf Fare,"Färe, Rolf",7006089469
Rolf Färe,"Färe, Rolf",7006089469
Romain Wacziarg,"Wacziarg, Romain",6506080274
Roman Frydman,"Frydman, Roman",7201860835
Romesh Diwan,"Diwan, Romesh K.",7003397216
Ron Braeutigam,"Braeutigam, Ronald R.",6603215499
Ron Findlay,"Findlay, Ronald E.",7006759840
Ron Giammarino,"Giammarino, Ron M.",6508025135
Ron Michener,"Michener, Ronald W.",11541201900
Ron Miller,"Miller, Ronald L.",7501585880
Ron Mittelhammer,"Mittelhammer, Ron C.",6701770884
Ron Stanfield,"Stanfield, James Ronald",57196589506
Ronald A. Gallant,"Gallant, A. Ronald",7004336434
Ronald A. Ratti,"Ratti, Ronald Andrew",7003824778
Ronald B. Davies,"Davies, Ronald B.",7404392732
Ronald Balvers,"Balvers, Ronald J.",6603550073
Ronald Britto,"Britto, Ronald",57198254861
Ronald D. Lee,"Lee, Ronald Demos",7408203607
Ronald Findlay,"Findlay, Ronald E.",7006759840
Ronald G. Ehrenberg,"Ehrenberg, Ronald G.",7004625566
Ronald I. McKinnon,"McKinnon, Ronald I.",7007020645
Ronald J. Balvers,"Balvers, Ronald J.",6603550073
Ronald L. Filippelli,"Filippelli, Ronald L.",6602258941
Ronald L. Moomaw,"Moomaw, Ronald L.",6603943853
Ronald L. Oaxaca,"Oaxaca, Ronald L.",6603149337
Ronald Lee,"Lee, Ronald Demos",7408203607
Ronald McKinnon,"McKinnon, Ronald I.",7007020645
Ronald Michener,"Michener, Ronald W.",11541201900
Ronald Miller,"Miller, Ronald I.",7501587801
Ronald Moomaw,"Moomaw, Ronald L.",6603943853
Ronald Rogowski,"Rogowski, Ronald L.",7004220818
Ronald S. Warren,"Warren, Ronald S.",16475049100
Ronald Shaffer,"Shaffer, Ron E.",35838953700
Ronald Warren,"Warren, Ronald S.",16475049100
Ronnie J. Phillips,"Phillips, Ronnie J.",7404241840
Ronnie Phillips,"Phillips, Ronnie J.",7404241840
Rosanne Altschuler,"Altshuler, Rosanne",6602099638
Rosanne Altshuler,"Altshuler, Rosanne",6602099638
Rose Anne Devlin,"Devlin, Rose Anne",7102087110
Ross Levine,"Levine, Ross L.",23080621700
Ross Rubenstein,"Rubenstein, Ross",7004403016
Rowena A. Pecchenino,"Pecchenino, Rowena A.",6507841899
Rowena Pecchenino,"Pecchenino, Rowena A.",6507841899
Roy Bahl,"Bahl, Roy W.",7005774296
Roy Gardner,"Gardner, Roy J.",7401524146
Roy J. Gardner,"Gardner, Roy J.",7401524146
Rudiger Dornbusch,"Dornbusch, Rüdiger",6701370709
Rudiger W. Dornbusch,"Dornbusch, Rüdiger",6701370709
Rui Zhao,"Zhao, Rui",55168207500
Runsheng Yin,"Yin, Runsheng",7102598142
Ruqu Wang,"Wang, Ruqu",56128402200
Russell Cooper,"Cooper, Russell W.",7404338428
Russell D. Murphy,"Murphy, Russell D.",7403470565
Russell Murphy,"Murphy, Russell D.",7403470565
Russell Pittman,"Pittman, Russell W.",7102197294
Russell S. Sobel,"Sobel, Russell S.",7102554949
Rüdiger Dornbusch,"Dornbusch, Rüdiger",6701370709
S. Viswanathan,"Viswanathan, Sridhar",54885038500
Salih N. Neftci,"Neftçi, Salih N.",6603481647
Salih Neftci,"Neftçi, Salih N.",6603481647
Salim Rashid,"Rashid, Salim",7006720256
Sally Wallace,"Wallace, Sally",7403227375
Salvador Ortigueira,"Ortigueira, Salvador",6602609493
Sam Peltzman,"Peltzman, Sam",6603126791
Samson M. Kimenyi,"Kimenyi, Mwangi S.",6603642685
Samuel Bowles,"Bowles, Samuel",35336120000
Samuel Kortum,"Kortum, Samuel S.",6602681812
Sandra Batie,"Batie, Sandra S.",6603904929
Sandra Black,"Black, Sandra E.",8450457100
Sandra L. Hofferth,"Hofferth, Sandra Lynn",7004070029
Sanford Berg,"Berg, Sanford V.",35613613100
Sanford M. Jacoby,"Jacoby, Sanford M.",6603890077
Sang-Hyop Lee,"Lee, Sang Hyop",36067107100
Sangin Park,"Park, Sangin",7501838950
Santanu Chatterjee,"Chatterjee, Santanu",9433018700
Sara Ellison,"Ellison, Sara Fisher",7005672746
Sara McLanahan,"McLanahan, Sara S.",7003850605
Sarah Nutter,"Nutter, Sarah K.",56625727600
Sarah Senesky,"Senesky, Sarah",9043045100
Sarah Turner,"Turner, Sarah E.",57213493566
Satish Wadhawan,"Wadhawan, Satish",57219353202
Saul D. Hoffman,"Hoffman, Saul D.",7202543968
Saul H. Hymans,"Hymans, Saul H.",6508154857
Scott Adams,"Adams, Scott J.",7402058049
Scott Drewianka,"Drewianka, Scott D.",6507469427
Scott E. Page,"Page, Scott E.",7202642296
Scott Freeman,"Freeman, Scott",56225438400
Scott John Freeman,"Freeman, Scott",56225438400
Scott L. Thomas,"Thomas, Scott L.",36129037300
Scott M. Swinton,"Swinton, Scott M.",6701694147
Scott Rozelle,"Rozelle, Scott D.",7005703248
Scott Stern,"Stern, Scott",36187349000
Sebastian Edwards,"Edwards, Sebastian",7401520265
Seema Arora,"Arora, Seema",7202419137
Selahattin Dibooglu,"Dibooǧlu, Sel",8873464300
Selahattin Imrohoroglu,"İmrohoroğlu, Selahattin",6602408526
Sendhil Mullainathan,"Mullainathan, Sendhil",6603277860
Serena Ng,"Ng, Serena",7403358368
Sergei Severinov,"Severinov, Sergei",7801641680
Sergio Koreisha,"Koreisha, Sergio G.",6602188638
Sergio Schmukler,"Schmukler, Sergio L.",6603544686
Seth Sanders,"Sanders, Seth G.",7202099204
Seung Ahn,"Ahn, Seung-chan",7401989547
Severin Borenstein,"Borenstein, Severin",7004593708
Shahla Shapouri,"Shapouri, Shahla",23020085700
Shakeeb Khan,"Khan, Shakeeb",36676469800
Shane Greenstein,"Greenstein, Shane Mitchell",7005620197
Shane Mitchell Greenstein,"Greenstein, Shane Mitchell",7005620197
Shang-Jin Wei,"Wei, Shang Jin",7401765384
Shankha Chakraborty,"Chakraborty, Shankha",7201528139
Sharon Brown-Hruska,"Brown-Hruska, Sharon",7801624871
Sharon Harrison,"Harrison, Sharon G.",7402647996
Shawn Ni,"Ni, Shawn",7101821582
Shawn Thomas,"Thomas, Shawn E.",7404653954
Shawna Grosskopf,"Grosskopf, Shawna P.",7006900058
Shawna P. Grosskopf,"Grosskopf, Shawna P.",7006900058
Sheldon Danziger,"Danziger, Sheldon H.",7003735589
Shelly J. Lundberg,"Lundberg, Shelly J.",7005986497
Shelly Lundberg,"Lundberg, Shelly J.",7005986497
Sherry Glied,"Glied, Sherry A.M.",7003300500
Sherry I. Bame,"Bame, Sherry I.",7003814798
Sherwin Rosen,"Rosen, Sherwin",7401609511
Sheryl Ball,"Ball, Sheryl B.",7202536646
Shif Gurmu,"Gurmu, Shiferaw",6603461380
Shigeru Iwata,"Iwata, Shigeru",7401684297
Shinichi Sakata,"Sakata, Shinichi",16744495200
Shirley Taylor,"Taylor, Shirley F.",7404757122
Shorna Broussard,"Allred, Shorna Broussard",35072402600
Shouyong Shi,"Shi, Shouyong",7402200753
Siddhartha Chib,"Chib, Siddhartha",6603689321
Simon Anderson,"Anderson, Simon P.",55462540300
Simon Gilchrist,"Gilchrist, Simon G.",6701709924
Simon J. Wilkie,"Wilkie, Simon J.",8282156200
Simon Johnson,"Johnson, Simon",7406326915
Simon P. Anderson,"Anderson, Simon P.",55462540300
Simon Power,"Power, Simon",7101785171
Sir Clive Granger,"Granger, Clive W.J.",35613639000
Solomon W Polachek,"Polachek, Solomon William",6603168578
Soyoung Kim,"Kim, Soyoung",36468701600
Spiro E. Stefanou,"Stefanou, Spiro E. E.",6603874019
Stacie Beck,"Beck, Stacie E.",24287432200
Stacie E. Beck,"Beck, Stacie E.",24287432200
Stacy Dickert-Conlin,"Dickert-Conlin, Stacy",6602793884
Stan Thompson,"Thompson, Stanley R.",36109285800
Stanley Masters,"Masters, Stanley H.",8233706000
Stanley R. Johnson,"Johnson, Stanley R.",8969005400
Stanley Reynolds,"Reynolds, Stanley S.",7201868841
Stanley S. Reynolds,"Reynolds, Stanley S.",7201868841
Stanley W. Black,"Black, Stanley W.",7401814059
Stefan C. Norrbin,"Norrbin, Stefan C.",6603519629
Stephan Haggard,"Haggard, Stephan",6603879066
Stephan Weiler,"Weiler, Stephan",7005072562
Stephanie Schmitt-Grohe,"Schmitt-Grohé, Stephanie",6701711758
Stephen A. Resnick,"Resnick, Stephen A.",35890878200
Stephen A. Ross,"Ross, Stephen A.",7401610061
Stephen A. deLurgio,"DeLurgio, Stephen A.",57217971231
Stephen Bronars,"Bronars, Stephen G.",6602328796
Stephen Cameron,"Cameron, Stephen V.",7202227857
Stephen Cecchetti,"Cecchetti, Stephen G.",6701488497
Stephen Charles Smith,"Smith, Stephen C.",57208920613
Stephen Coate,"Coate, Stephen",6602555419
Stephen Cosslett,"Cosslett, Stephen R.",6508313418
Stephen D. Williamson,"Williamson, Stephen D.",35281139200
Stephen Davies,"Davies, Stephen P.",8360393200
Stephen E. Reynolds,"Reynolds, Stephen E.",7201868625
Stephen F. Thode,"Thode, Stephen F.",8900938300
Stephen G. Bronars,"Bronars, Stephen G.",6602328796
Stephen G. Cecchetti,"Cecchetti, Stephen G.",6701488497
Stephen Gordon,"Gordon, Stephen F.",7401828541
Stephen J Turnovsky,"Turnovsky, Stephen J.",7004308668
Stephen J. Spurr,"Spurr, Stephen J.",6602876877
Stephen J. Trejo,"Trejo, Stephen J.",6602087741
Stephen J. Turnovsky,"Turnovsky, Stephen J.",7004308668
Stephen L. Parente,"Parente, Stephen L.",7003899796
Stephen L. Ross,"Ross, Stephen L.",7401610163
Stephen LeRoy,"Leroy, Stephen F.",56994505100
Stephen Leroy,"Leroy, Stephen F.",56994505100
Stephen M. Miller,"Miller, Stephen M.",7406289288
Stephen Magee,"Magee, Stephen P.",35820192900
Stephen Marglin,"Marglin, Stephen A.",36498392300
Stephen Morris,"Morris, Stephen A.",7403325680
Stephen P. Magee,"Magee, Stephen P.",35820192900
Stephen P. Zeldes,"Zeldes, Stephen P.",6505875912
Stephen Parente,"Parente, Stephen L.",7003899796
Stephen R. Cosslett,"Cosslett, Stephen R.",6508313418
Stephen Resnick,"Resnick, Stephen A.",35890878200
Stephen S. Cohen,"Cohen, Stephen S.",55484106000
Stephen Spear,"Spear, Stephen",26326476000
Stephen Spurr,"Spurr, Stephen J.",6602876877
Stephen Trejo,"Trejo, Stephen J.",6602087741
Stephen V. Marks,"Marks, Stephen V.",7202861523
Stephen W. Salant,"Salant, Stephen W.",6602973873
Stergios Skaperdas,"Skaperdas, Stergios",6603136355
Steve Berry,"Berry, Steven T.",7201835962
Steve Cameron,"Cameron, Stephen V.",7202227857
Steve Easton,"Easton, Stephen A.",15839504400
Steve Haynes,"Haynes, Stephen E.",7103073958
Steve J. Huddart,"Huddart, Steven J.",6701796395
Steve Levitt,"Levitt, Steven D.",7103342438
Steve Pejovich,"Pejovich, Steve (Steve)",6506794135
Steve Salant,"Salant, Stephen W.",6602973873
Steve Sheffrin,"Sheffrin, Steven Mark",6603620073
Steve Stern,"Stern, Steve J.",57212190881
Steve Tadelis,"Tadelis, Steven",57203059758
Steven A. Ross,"Ross, Stephen A.",7401610061
Steven Berry,"Berry, Steven T.",7201835962
Steven Cassou,"Cassou, Steven P.",6602305858
Steven Clark,"Clark, Steven P.",55456548300
Steven Craig,"Craig, Steven G.",7201656471
Steven D. Levitt,"Levitt, Steven D.",7103342438
Steven Durlauf,"Durlauf, Steven N.",6701526433
Steven E. Hastings,"Hastings, Steven E.",7005403071
Steven Fazzari,"Fazzari, Steven M.",6603323032
Steven G. Craig,"Craig, Steven G.",7201656471
Steven J. Davis,"Davis, Steven J.",24372394700
Steven J. Matusz,"Matusz, Steven J.",6505855195
Steven Karlson,"Karlson, Stephen H.",6602427344
Steven Kyle,"Kyle, Steven C.",7003926083
Steven Levitt,"Levitt, Steven D.",7103342438
Steven Lippman,"Lippman, Steven A.",7103289110
Steven M. Fazzari,"Fazzari, Steven M.",6603323032
Steven M. Suranovic,"Suranovic, Steven M.",6506002819
Steven Matthews,"Matthews, Steven A.",24352527900
Steven N Durlauf,"Durlauf, Steven N.",6701526433
Steven N. Durlauf,"Durlauf, Steven N.",6701526433
Steven N. Kaplan,"Kaplan, Steven N.",57202344470
Steven Nord,"Nord, Stephen E.",7004133000
Steven Olley,"Olley, G. Steven",6508218479
Steven P. Cassou,"Cassou, Steven P.",6602305858
Steven Puller,"Puller, Steven L.",6508157906
Steven R. Cunningham,"Cunningham, Steven R.",7201937162
Steven Raphael,"Raphael, Steven",7004508664
Steven Slutsky,"Slutsky, Steven M.",6602889328
Steven Stern,"Stern, Steven N.",35752382900
Steven T. Berry,"Berry, Steven T.",7201835962
Steven Tadelis,"Tadelis, Steven",7801643491
Steven Wiggins,"Wiggins, Steven N.",36718829300
Stratford Douglas,"Douglas, Stratford M.",7202663809
Stratford M. Douglas,"Douglas, Stratford M.",7202663809
Stuart Keller,"Keller, Stuart B.",24379047800
Stuart Mestelman,"Mestelman, Stuart",6603600974
Stuart S. Rosenthal,"Rosenthal, Stuart S.",7202208577
Subal C Kumbhakar,"Kumbhakar, Subal C.",7004653533
Subhabrata Chakraborti,"Chakraborti, Subhabrata",7006780941
Subhash C. Sharma,"Sharma, Subhash C.",7405881572
Subhash Ray,"Ray, Subhash C.",7402323959
Subhayu Bandyopadhyay,"Bandyopadhyay, Subhayu",7402059366
Sugato Bhattacharyya,"Bhattacharyya, Sugato",7402157350
Sukkoo Kim,"Kim, Sukkoo",7601598515
Sumit Joshi,"Joshi, Sumit",7402524539
Summer La Croix,"La Croix, Summer",13906529000
Sumner L. Croix,"La Croix, Sumner J.",6701781057
Sumner La Croix,"La Croix, Sumner J.",6701781057
Sumner LaCroix,"La Croix, Sumner J.",6701781057
Sung K. Ahn,"Ahn, Sung K.",36004612500
Sung Y. Kwack,"Kwack, Sung Y.",6603492780
Susan Athey,"Athey, Susan",6603691303
Susan B. Vroman,"Vroman, Susan B.",6603717054
Susan Chesteen,"Chesteen, Susan A.",6603457289
Susan Collins,"Collins, Susan M.",7402535503
Susan M. Collins,"Collins, Susan M.",7402535503
Susan M. Randolph,"Randolph, Susan M.",35860073700
Susan Randolph,"Randolph, Susan M.",35860073700
Susan Vroman,"Vroman, Susan B.",6603717054
Susanna Loeb,"Loeb, Susanna",7005482214
Susanto Basu,"Basu, Susanto",7403656319
Sushil Bikhchandani,"Bikhchandani, Sushil",6603008860
Suzanne Bianchi,"Bianchi, Suzanne M.",7202504120
Suzanne M. Bianchi,"Bianchi, Suzanne M.",7202504120
Suzanne Model,"Model, Suzanne W.",6603899288
Suzanne Scotchmer,"Scotchmer, Suzanne",6603549284
Svetlozar Rachev,"Rachev, Svetlozar T.",7006381002
Swarnjit Arora,"Arora, Swarnjit S.",57189654131
Sydney Ludvingson,"Ludvigson, Sydney C.",6602544953
Sylvia Chan-Olmsted,"Chan-Olmsted, Sylvia M.",6603007340
Sylwester,"Sylwester, Kevin",55985640700
T. Amemiya,"Amemiya, Takeshi",24569108400
T. K. Seo,"Seo, Taekun",56230600900
T. MaCurdy,"MaCurdy, Thomas E.",57204260323
T. Nicolaus Tideman,"Tideman, T. Nicolaus",6507505955
T. Paul Schultz,"Schultz, T. Paul",24395324300
T. Wake Epps,"Epps, Thomas W.",6602422569
T.W. Epps,"Epps, Thomas W.",6602422569
Tae-Hwy Lee,"Lee, Taehwy",27169590700
Takeo Hoshi,"Hoshi, Takeo",24404734500
Takeshi Amemiya,"Amemiya, Takeshi",24569108400
Talbot Page,"Page, Talbot",7101668067
Tamara Baker,"Baker, Tamara A.",7402604743
Tapan Mitra,"Mitra, Tapan",7006857179
Taradas Bandyopadhay,"Bandyopadhyay, Taradas",7007067309
Tarun Khanna,"Khanna, Tarun",7003518535
Taylor M. Scott,"Taylor, M. Scott",57223941590
Teck Ho,"Ho, Teck Hua",7402460571
Ted O'Donoghue,"O'Donoghue, Ted",7004265236
Ted Temzelides,"Temzelides, Theodosios",6602948322
Teh-Wei Hu,"Hu, Tehwei",7202704683
Terence Agbeyegbe,"Agbeyegbe, Terence D.",6507114608
Teresa Ghilarducci,"Ghilarducci, Teresa",6603164741
Terra G. McKinnish,"McKinnish, Terra G.",6506495459
Terrence Kinal,"Kinal, Terrence W.",24363646900
Terry Kastens,"Kastens, Terry L.",6602129229
Terry L. Campbell,"Campbell, Terry L.",7202584377
Terry L. Roe,"Roe, Terry L.",7006005562
Terry Lee Roe,"Roe, Terry L.",7006005562
Terry Marsh,"Marsh, Terry A.",7101898033
Terutomo Ozawa,"Ozawa, Terutomo",7402329857
Thad Mirer,"Mirer, Thad W.",6508261469
Theo S. Eicher,"Eicher, Theo S.",7003914118
Theodore Bergstrom,"Bergstrom, Theodore C.",7006376271
Theodore E. Keeler,"Keeler, Theodore E.",7003527723
Theodore Joyce,"Joyce, Theodore J.",7103092625
Theresa Greaney,"Greaney, Theresa M.",6701475114
Thierry Penard,"Pénard, Thierry",18234221500
Thom B. Thurston,"Thurston, Thom B.",7004136370
Thom Thurston,"Thurston, Thom B.",7004136370
Thomas A. Garrett,"Garrett, Thomas A.",7006408306
Thomas A. Mroz,"Mroz, Thomas A.",7003908394
Thomas B. Fomby,"Fomby, Thomas B.",6506992844
Thomas Borcherding,"Borcherding, Thomas E.",7801648068
Thomas Buchmueller,"Buchmueller, Thomas C.",7003617768
Thomas C. Chiang,"Chiang, Thomas",35309835200
Thomas C. Schelling,"Schelling, Thomas C.",6701386836
Thomas Chemmanur,"Chemmanur, Thomas J.",6602306535
Thomas Cooley,"Cooley, Thomas F.",7004449292
Thomas D. Willett,"Willett, Thomas D.",6701523885
Thomas David Jeitschko,"Jeitschko, Thomas D.",6602463742
Thomas Davis,"Davis, Thomas K.",56977005800
Thomas Drennen,"Drennen, Thomas E.",6602516540
Thomas E. Borcherding,"Borcherding, Thomas E.",7801648068
Thomas E. Macurdy,"MaCurdy, Thomas E.",57204260323
Thomas F. Cooley,"Cooley, Thomas F.",7004449292
Thomas F. Crossley,"Crossley, Thomas F.",7004233941
Thomas F. Rutherford,"Rutherford, Thomas F.",55188899400
